"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/M_Manip.M_Manip","21","4","1","1","2.824435","0","10"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","39","3","2","35.869881","0","266"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.738383","0","3"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","21","4","1","1","3.136073","0","13"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","21","44","1","1","41.389965","0","532"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","1","1","10.786130","0","49"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","10","1","1","6.119535","0","55"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","4","1","74.359306","0","991"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","240","1","1","275.731171","0","7964"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","762","1","1","753.240601","0","51196"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","22","1","1","21.196522","0","183"
"/OpenXR/Devices/M_XRController.M_XRController","21","45","3","3","50.336220","0","225"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","28","9","6","19.895378","0","115"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","4","1","1","2.668882","0","13"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","4","1","1","2.668065","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","1.619244","0","3"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.850835","0","3"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","44","1","1","51.471607","0","492"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","104","1","1","136.054459","0","1983"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","21","30","3","2","36.964195","0","137"
"Globals","24","670","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","2","2","1","3.718785","0","3"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","4","1","1","8.792249","0","13"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","4","1","1","2.717211","0","13"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","1.630753","0","3"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","1.721318","0","3"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","24","34","1","1","34.713188","0","628"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","24","44","1","1","42.297714","0","1033"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","24","34","1","1","36.651440","0","620"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","1.615756","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","1","1","26.549084","0","469"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","1","1","14.681417","0","121"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","1.642239","0","3"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","1.618973","0","3"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","4","1","1","2.599708","0","13"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","24","2","2","1","1.668518","0","3"
"/Game/Materials/M_Table.M_Table","24","15","1","1","16.354750","0","134"
"/Game/Materials/M_Puck.M_Puck","24","15","1","1","15.781753","0","134"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","75","7","1","75.741570","0","1061"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","75","1","1","74.119293","0","1005"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","30","1","1","29.110380","0","219"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","1.728691","0","3"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","75","1","1","84.337814","0","1295"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","1","1","2.954068","0","10"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","1","1","3.314342","0","13"
"/ControlRig/M_Manip.M_Manip","24","4","1","1","2.815346","0","13"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","39","2","2","37.164066","0","257"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","1.701617","0","3"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","24","4","1","1","3.107234","0","10"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","24","44","1","1","42.009327","0","441"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","1","1","10.468313","0","47"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","10","1","1","6.279603","0","43"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","1","1","70.882133","0","1094"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","240","5","1","254.687943","0","8356"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","762","1","1","779.858521","0","48427"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","22","1","1","21.371954","0","177"
"/OpenXR/Devices/M_XRController.M_XRController","24","45","3","3","50.436153","0","279"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","28","9","6","20.163221","0","110"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","4","1","1","2.712647","0","10"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","4","1","1","2.697883","0","13"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","1.624311","0","3"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","1.845868","0","3"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","44","1","1","51.790081","0","533"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","104","1","1","136.020706","0","1642"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","24","30","5","2","37.036049","0","133"
